SimulationId,Naverage,Taverage,Bottleneck
667429_1,2,15,[]
667429_2,2,12,[]
667429_3,2,23,[]
667429_4,2,20,[]
667429_5,2,12,[]
667429_6,2,7,[]
667429_7,2,20,[]
667429_8,2,11,[]
667429_9,2,16,[]
667429_10,2,12,[]
667429_11,2,23,[]
667429_12,2,9,[]
667429_13,2,8,[]
667429_14,2,13,[]
667429_15,2,7,[]
667429_16,2,20,[]
667429_17,2,6,[]
667429_18,2,18,[]
667429_19,2,7,[]
667429_20,2,20,[]
667429_21,2,22,[]
667429_22,2,19,[]
667429_23,2,9,[]
667429_24,2,24,[]
667429_25,2,18,[]
667429_26,2,14,[]
667429_27,2,13,[]
667429_28,2,8,[]
667429_29,2,14,[]
667429_30,2,10,[]
667429_31,2,20,[]
667429_32,2,23,[]
667429_33,2,19,[]
667429_34,2,8,[]
667429_35,2,15,[]
667429_36,2,17,[]
667429_37,2,11,[]
667429_38,2,7,[]
667429_39,2,10,[]
667429_40,2,19,[]
667429_41,2,6,[]
667429_42,2,7,[]
667429_43,2,20,[]
667429_44,2,20,[]
667429_45,2,13,[]
667429_46,2,13,[]
667429_47,2,9,[]
667429_48,2,22,[]
667429_49,2,10,[]
667429_50,2,22,[]
